mean_score,median_score,std_score,var_score,min_score,max_score,valid_count,transform_inlier_ratio,has_artefact,has_non_csnp
0.0059916684,7.0109936e-09,0.055036932,0.003029064,0.0,0.9987853,37,0.5405405405405406,False,False
0.0058041257,1.1832176e-08,0.05060442,0.0025608076,0.0,0.9992783,27,0.7037037037037037,False,False
0.005579205,6.276977e-09,0.055051915,0.0030307134,0.0,0.9988824,51,0.5882352941176471,False,False
0.0047946475,3.892397e-09,0.05000623,0.002500623,0.0,0.9972606,53,0.6415094339622641,False,False
0.004250189,2.403624e-08,0.038997486,0.001520804,2.2642e-41,0.9961127,31,0.5806451612903226,False,False
0.0041366816,1.7261349e-10,0.040749967,0.0016605599,0.0,0.99920064,36,0.6666666666666666,False,False
0.004193753,1.054465e-08,0.041798357,0.0017471026,9.343697e-32,0.99861866,43,0.7674418604651163,False,False
0.004519751,7.567683e-09,0.042397432,0.0017975423,2.0881902999999997e-37,0.9942403,34,0.7352941176470589,False,False
0.0044671902,7.595918e-09,0.041193213,0.0016968808,8.298339e-36,0.99762195,26,0.6538461538461539,False,False
0.0041100574,3.288164e-08,0.040899288,0.0016727519,1.5260000000000002e-42,0.9962886,32,0.1875,True,False
0.0042157774,5.1943886e-08,0.037495784,0.0014059338,0.0,0.99567485,21,0.3333333333333333,True,False
0.0045956373,7.4306374e-09,0.04499657,0.0020246913,0.0,0.9896291,37,0.5675675675675675,False,False
0.0049433084,1.117891e-09,0.05448298,0.0029683951,0.0,0.9988058,83,0.6746987951807228,False,False
0.004952397,2.1852482e-08,0.045782864,0.0020960707,5.824e-42,0.9958041,36,0.8055555555555556,False,False
0.005565733,9.482065e-09,0.045211222,0.0020440547,3.792145e-37,0.9952501,24,0.875,False,False
0.0044669593,4.4781825e-07,0.043072958,0.0018552797,0.0,0.995786,32,0.59375,False,True
0.0034443287,1.6268033e-06,0.031737443,0.0010072653,0.0,0.9662168,13,0.1538461538461538,False,True
0.0033913192,1.172913e-06,0.031826816,0.0010129462,0.0,0.9944119,13,0.2307692307692307,False,True
0.004103785,8.900343e-07,0.038014725,0.0014451193,0.0,0.96438795,20,0.3,False,True
0.004206756,9.490019e-07,0.037363403,0.0013960239,0.0,0.99107325,19,0.4736842105263157,False,True
0.0049274657,4.2275756e-09,0.046219412,0.0021362342,0.0,0.99884194,39,0.4358974358974359,False,False
0.004983211,4.205074e-09,0.047587316,0.0022645527,5.730726e-37,0.995984,40,0.775,False,False
0.0046998262,2.0368591e-09,0.047271136,0.0022345604,2.3501060000000003e-39,0.9982311,43,0.4883720930232558,False,False
0.0047207917,7.980164e-09,0.04824721,0.0023277935,0.0,0.9997344,42,0.7142857142857143,False,False
0.0054345652,6.745169e-09,0.053696465,0.0028833104,0.0,0.9977252,46,0.6739130434782609,False,False
0.0054116054,6.651633e-09,0.04524013,0.0020466694,0.0,0.9960511,20,0.75,False,False
0.0051188613,5.6512217e-09,0.04874645,0.0023762165,0.0,0.9981906,44,0.5454545454545454,False,False
0.0049896142,4.5296506e-08,0.042759962,0.0018284143,2.3420185000000003e-30,0.99530464,25,0.72,False,False
0.0046636583,3.8056017e-10,0.0536846,0.0028820364,0.0,0.99874717,81,0.7407407407407407,False,False
0.0044858456,8.349376e-09,0.04388573,0.0019259574,0.0,0.99802643,48,0.6875,False,False
0.0044003045,7.2730405e-10,0.046282172,0.0021420396,0.0,0.99796885,55,0.7636363636363637,False,False
0.004408769,1.1222105e-09,0.047613613,0.0022670561,0.0,0.99962384,61,0.6229508196721312,False,False
0.004620997,1.7587227e-09,0.042410664,0.0017986645,6.818200000000001e-41,0.9987595,34,0.6470588235294118,False,False
0.0049620336,1.23616335e-08,0.04800185,0.0023041775,0.0,0.99742126,39,0.6153846153846154,False,False
0.0059859473,2.104455e-08,0.05044528,0.0025447262,8.5299836e-33,0.9954936,30,0.6,False,False
0.0054512145,1.6051104e-08,0.05026014,0.0025260819,0.0,0.9969201,41,0.6097560975609756,False,False
0.0052738623,4.9458273e-09,0.05590871,0.003125784,0.0,0.9982511,62,0.6612903225806451,False,False
0.0058186958,6.3447323e-09,0.054281704,0.0029465032,0.0,0.99910295,36,0.4166666666666667,False,False
0.006451031,1.9264363e-08,0.053165805,0.0028266027,0.0,0.99789846,22,0.6363636363636364,False,False
0.0062140943,3.7776395e-08,0.052535925,0.0027600236,0.0,0.9964439,25,0.52,False,False
0.005886249,1.673994e-09,0.05632125,0.003172083,4.07995e-40,0.99807453,49,0.7346938775510204,False,False
0.005687635,2.388042e-10,0.061980147,0.0038415387,0.0,0.99878055,79,0.4810126582278481,False,False
0.0052864766,5.048052e-09,0.053068012,0.0028162138,0.0,0.99854535,53,0.6415094339622641,False,False
0.0048437277,1.8709367e-09,0.043657616,0.0019059874,0.0,0.9942051,28,0.6428571428571429,False,False
0.0046580103,2.1432056e-09,0.051004227,0.0026014312,0.0,0.9978917,69,0.7391304347826086,False,False
0.0044759368,2.9946796e-09,0.048502535,0.002352496,0.0,0.998591,65,0.7846153846153846,False,False
0.0046242573,3.8952025e-10,0.04309399,0.0018570919,0.0,0.9979536,33,0.5757575757575758,False,False
