mean_score,median_score,std_score,var_score,min_score,max_score,skew_score,kurtosis_score,mean_score_log,median_score_log,std_score_log,var_score_log,min_score_log,max_score_log,skew_score_log,kurtosis_score_log,transform_inlier_ratio,valid_count
0.005119958,2.4382056e-09,0.051892634,0.0026928457,0.0,0.99751264,14.65817001008365,237.5637592143698,-21.987144,-19.832005,13.674919,187.0034,-244.03323,-0.0024905205,-3.538827275394251,32.0616261458545,0.5283018867924528,53
0.0048188632,3.115861e-09,0.049072243,0.002408085,0.0,0.99823296,15.207175318684898,261.02173941174436,-21.801903,-19.586761,12.357042,152.6965,-118.01517,-0.001768589,-1.297815830141937,3.1945237544816223,0.5,56
0.004692417,2.5165885e-09,0.05089409,0.0025902083,0.0,0.9979564,15.23392294774483,254.73374394274686,-21.46334,-19.800362,11.225861,126.01994,-117.43639,-0.0020456314,-1.12715900993424,2.5000706573088642,0.32857142857142857,70
0.00487107,2.1336024e-09,0.053679306,0.002881468,0.0,0.99944645,14.639966199192772,231.54259168647056,-22.63496,-19.965454,13.1573105,173.1148,-144.53061,-0.00055360794,-1.7389878924376552,5.688326139744408,0.3194444444444444,72
0.004669039,3.6921213e-09,0.047035262,0.002212316,0.0,0.9922548,15.573581063953585,273.56350800043646,-20.99974,-19.417065,11.550021,133.403,-120.88496,-0.0077753067,-1.3841068952457338,4.541002958545085,0.5384615384615384,52
0.0046973554,1.0591574e-09,0.05695024,0.00324333,0.0,0.99830335,14.955424592326471,233.88495231485678,-23.328358,-20.665792,14.731551,217.0186,-230.89667,-0.0016980171,-3.682378694804435,27.47516884130305,0.3564356435643564,101
0.00496509,4.5807695e-09,0.051782478,0.0026814248,0.0,0.9970832,14.849700049998651,242.9841212745502,-20.717539,-19.201399,10.762535,115.83216,-125.38264,-0.0029211044,-1.45039706466083,5.525455882206662,0.4918032786885246,61
0.0047293003,3.892739e-09,0.054017678,0.0029179095,0.0,0.99857914,15.219742946418597,247.39678295415916,-21.692646,-19.364153,11.772061,138.58144,-104.64691,-0.0014219284,-1.3253511521263308,2.685608011161266,0.5238095238095238,84
0.004834263,6.909282e-10,0.056350168,0.0031753415,0.0,0.99884284,14.901997914957928,235.69483078684777,-24.367525,-21.092985,15.317095,234.61339,-153.30261,-0.0011577606,-2.1584728421927566,8.035871931307048,0.3522727272727273,88
0.0048395065,2.9923957e-09,0.049994685,0.0024994684,0.0,0.9993365,15.11350356806456,253.87645156504567,-23.876987,-19.627192,19.733284,389.40247,-306.2128,-0.0006637573,-4.024184869337999,25.934618140463023,0.6111111111111112,54
0.0054183514,9.6279225e-09,0.051285814,0.002630235,0.0,0.99776036,14.139153208015694,225.29698754721323,-20.711782,-18.4586,12.708748,161.51227,-118.6833,-0.0022420883,-2.049747320798636,8.292749372313938,0.3023255813953488,43
0.0050493246,1.3842951e-09,0.050358053,0.0025359336,0.0,0.99762905,14.966891543015882,249.78953064702205,-22.658888,-20.398075,13.52976,183.05441,-144.90988,-0.0023736954,-1.5910374741610522,5.45783145654833,0.42857142857142855,56
0.0048957323,2.887316e-10,0.057774644,0.0033379095,0.0,0.99920875,14.657034196997307,226.37966482103997,-25.33977,-21.965523,15.515966,240.74521,-141.2115,-0.0007915497,-1.7945678519204793,4.974821632610352,0.5319148936170213,94
0.0049230787,2.2169413e-09,0.052981704,0.002807061,0.0,0.9996515,15.049292223354781,246.62864441620792,-23.872255,-19.927137,18.432657,339.76285,-236.86633,-0.00034856796,-3.679657491298027,21.878666694330025,0.4,65
0.0053029777,5.272151e-09,0.049520735,0.0024523032,2.4178e-41,0.9972981,14.394854980807676,236.25798648229033,-20.968443,-19.060827,11.617488,134.96602,-93.5231,-0.002705574,-1.0538312232012803,1.7331789780167224,0.35555555555555557,45
0.0049568214,2.0808588e-09,0.047116466,0.0022199613,0.0,0.99910927,15.313735099873826,269.6271574568115,-22.256493,-19.990486,13.0565,170.47221,-119.43059,-0.00089120865,-1.1297531246446142,2.1098585552787537,0.8372093023255814,43
0.004837994,2.8275826e-09,0.05306118,0.002815489,0.0,0.9993503,15.001516908359182,243.20845397978442,-21.981745,-19.683844,12.609808,159.00725,-158.48027,-0.00064992905,-1.7400993234951865,6.16474766092122,0.5571428571428572,70
0.004978873,2.2428304e-09,0.05702635,0.0032520045,0.0,0.99802446,14.531855578057561,223.30217470226216,-23.817047,-19.915527,16.155313,260.99414,-193.28128,-0.0019774437,-2.6049669945424743,11.11859129417313,0.5494505494505495,91
0.0049882485,1.72878e-09,0.055413276,0.0030706313,0.0,0.99764806,14.505710047723955,225.5027761616913,-22.814219,-20.17585,13.402738,179.63338,-148.75748,-0.002354622,-1.9183026910916265,6.924091121359911,0.42105263157894735,76
0.0042591877,1.03786036e-07,0.041244052,0.001701072,0.0,0.9992992,16.226727642392603,308.59674677348227,-19.83957,-16.080935,14.955784,223.67546,-188.22485,-0.0007009506,-3.216499579021083,18.442769091723203,0.4,30
0.0049710246,4.8889484e-09,0.052507367,0.0027570236,0.0,0.9984334,14.951294960788486,244.26246879353144,-21.390722,-19.136288,12.82677,164.52603,-122.483894,-0.0015678406,-2.0005514286055535,7.259761771902648,0.38235294117647056,68
0.0046422775,5.5455653e-09,0.043208815,0.0018670018,1.491e-42,0.9926126,15.671170729362617,289.59391983551893,-20.826153,-19.010267,11.399128,129.94011,-96.3087,-0.007414818,-0.9076944003309607,1.3569559576813521,0.85,40
0.004619796,6.3944587e-09,0.053476077,0.0028596907,0.0,0.9971055,15.033266256020468,241.34632288227948,-20.56967,-18.867834,10.837955,117.46129,-136.25475,-0.002898693,-1.980927934819446,8.931119751330886,0.6046511627906976,86
0.0046922783,3.6983026e-09,0.046129297,0.0021279121,0.0,0.99550873,15.20524228759848,265.95746587798874,-21.326242,-19.415392,12.054728,145.31645,-183.31148,-0.004501343,-1.6655127175101991,7.089940979373361,0.5652173913043478,46
0.004542646,5.117963e-09,0.05076996,0.0025775887,0.0,0.99921215,15.439057991731163,261.0669077271603,-22.616283,-19.09051,16.025475,256.81586,-211.6585,-0.0007882118,-2.8978506035900558,12.547506958870127,0.47297297297297297,74
0.004128617,1.4799637e-07,0.03874079,0.0015008489,1.03263e-40,0.9948145,16.33892972346604,322.73431886406263,-18.313717,-15.726078,10.885167,118.486855,-92.0713,-0.0051989555,-1.3641470116324261,2.5057579947892368,0.32,25
0.0046246066,2.215352e-09,0.047661446,0.0022716133,0.0,0.99728477,15.441137802286423,269.21087496457443,-21.61949,-19.927855,11.673535,136.27142,-107.403755,-0.0027189255,-1.1910554938014857,2.846984479503308,0.49056603773584906,53
0.0046630017,2.7738338e-09,0.056446042,0.0031861556,0.0,0.99777466,15.002013255207837,236.6060028112689,-22.819656,-19.703035,13.538183,183.28241,-136.23055,-0.0022277832,-1.8822481767380035,6.051445531184777,0.6601941747572816,103
0.004624242,4.418503e-09,0.047499172,0.0022561713,1e-45,0.99767286,15.982582397096776,285.9252666114232,-20.899612,-19.237465,11.292045,127.51026,-102.977936,-0.0023298264,-1.1083680296292862,2.186658846890759,0.6615384615384615,65
0.0045623286,1.5667186e-09,0.053185146,0.00282866,0.0,0.9997811,15.395164242937314,251.82282056985196,-23.958216,-20.274282,16.021969,256.70346,-223.70404,-0.00021886826,-2.5077501816952683,12.437712754700076,0.6344086021505376,93
0.004402602,5.240408e-10,0.05154458,0.0026568437,0.0,0.9993603,15.705801240537616,264.8766228337715,-25.322931,-21.369452,17.898146,320.3436,-205.87228,-0.00063991547,-2.957484291223415,14.512621981009271,0.5444444444444444,90
0.0044509014,1.7733942e-09,0.04835207,0.0023379226,0.0,0.99843097,15.273409859932944,258.7911684711102,-23.443998,-20.150372,14.562529,212.06725,-138.02174,-0.0015702248,-1.6528448796361161,4.3262911408727245,0.4262295081967213,61
0.00490608,2.5172109e-09,0.05084925,0.0025856465,0.0,0.9998565,15.052901416439024,250.37942881263692,-23.542559,-19.800114,16.080109,258.56992,-174.56247,-0.00014352798,-2.226518783339898,8.661339253551342,0.39344262295081966,61
0.0054987026,5.1343245e-09,0.049498778,0.002450129,0.0,0.9974194,14.311154613725007,234.73290644678772,-21.500175,-19.087318,13.606958,185.1493,-125.371765,-0.0025839806,-1.6387722554705864,5.3254021483915785,0.6666666666666666,36
0.0057336204,1.1962719e-09,0.06243995,0.003898747,0.0,0.99963486,13.436363234166606,189.44788709140585,-24.923656,-20.544056,17.96954,322.9044,-194.27588,-0.00036525726,-2.865880106431019,13.607323714298591,0.717948717948718,78
0.005022047,2.1348399e-09,0.044748746,0.0020024502,4e-45,0.9985229,14.642029243294868,255.29136827782804,-22.440044,-19.964874,13.297728,176.82956,-102.19172,-0.0014781952,-1.0274106184461727,1.279577052665826,0.5769230769230769,26
0.0048794122,6.790624e-09,0.050243683,0.0025244276,0.0,0.9982616,15.088499239760745,252.04107509720635,-20.852943,-18.807724,11.57365,133.94939,-115.302605,-0.0017399788,-1.29730463044996,3.1599178588558114,0.3333333333333333,57
0.004582914,2.0185986e-09,0.054728836,0.0029952454,0.0,0.9981672,15.310039928521073,247.23488470632705,-22.95422,-20.020863,14.320279,205.0704,-159.54546,-0.0018343925,-2.314632289178976,9.223174821765003,0.6741573033707865,89
0.0044982047,3.1952894e-09,0.048858076,0.0023871118,0.0,0.99900913,15.804888344002705,276.42702306066775,-21.372381,-19.561588,11.7117815,137.16582,-128.84213,-0.0009913445,-1.4612779405859293,4.456076436768726,0.647887323943662,71
0.004605018,5.8162266e-09,0.048416223,0.0023441308,0.0,0.99926966,15.470212105127354,266.23117840912863,-21.134405,-18.962614,12.367619,152.95798,-138.22406,-0.0007305145,-1.7000062694551794,5.612441949988916,0.6101694915254238,59
0.0049361945,9.305422e-10,0.052903917,0.0027988246,0.0,0.9988196,14.787154960899144,237.3485941906897,-23.648016,-20.795254,14.881594,221.46184,-173.15796,-0.0011811256,-2.3522259533077983,11.370597842722773,0.6944444444444444,72
0.004641145,1.5343998e-10,0.057703808,0.0033297294,0.0,0.9976824,14.987672844662255,233.99562158406403,-24.963808,-22.597712,13.237101,175.22083,-123.747475,-0.0023202896,-1.4210649534372917,3.812899915698015,0.6071428571428571,112
